timestamp,roadsegment,name,Orientation,Description,lon,lat,source,lane_id,direction,lane_num,number_vehicles,avg_speed_kmh,avg_length_m,avg_headway_ms,occupancy_percentage,congested,period_inverted,integration_time,class_id,class_id_count
2017-09-27T09:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,3,2,26,100,45,15,8,3,FALSE,FALSE,900,null,null
2017-09-27T09:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,3,2,26,50,50,20,9,3,FALSE,FALSE,900,null,null
2017-09-27T11:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,4,1,25,950,10,4,1,3,FALSE,TRUE,900,null,null
2017-09-27T11:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,4,1,25,700,15,5,2,3,FALSE,FALSE,900,null,null
2017-09-27T11:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,4,1,25,600,20,6,3,3,FALSE,FALSE,900,null,null
2017-09-27T10:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,4,1,25,500,25,7,4,3,FALSE,FALSE,900,null,null
2017-09-27T10:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,4,1,25,400,30,8,5,3,FALSE,FALSE,900,null,null
2017-09-27T10:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,4,1,25,300,35,9,6,3,FALSE,FALSE,900,null,null
2017-09-27T10:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,4,1,25,200,40,10,7,3,FALSE,FALSE,900,null,null
2017-09-27T09:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,4,1,25,100,45,15,8,3,FALSE,FALSE,900,null,null
2017-09-27T09:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,4,1,25,50,50,20,9,3,FALSE,FALSE,900,null,null
2017-09-27T11:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,5,2,24,1000,10,4,1,3,FALSE,TRUE,900,null,null
2017-09-27T11:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,5,2,24,700,15,5,2,3,FALSE,FALSE,900,null,null
2017-09-27T11:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,5,2,24,600,20,6,3,3,FALSE,FALSE,900,null,null
2017-09-27T10:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,5,2,24,500,25,7,4,3,FALSE,FALSE,900,null,null
2017-09-27T10:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,5,2,24,400,30,8,5,3,FALSE,FALSE,900,null,null
2017-09-27T10:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,5,2,24,300,35,9,6,3,FALSE,FALSE,900,null,null
2017-09-27T10:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,5,2,24,200,40,10,7,3,FALSE,FALSE,900,null,null
2017-09-27T09:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,5,2,24,100,45,15,8,3,FALSE,FALSE,900,null,null
2017-09-27T09:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,5,2,24,50,50,20,9,3,FALSE,FALSE,900,null,null
2017-09-27T11:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,6,1,23,1050,10,4,1,3,FALSE,TRUE,900,null,null
2017-09-27T11:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,6,1,23,700,15,5,2,3,FALSE,FALSE,900,null,null
2017-09-27T11:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,6,1,23,600,20,6,3,3,FALSE,FALSE,900,null,null
2017-09-27T10:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,6,1,23,500,25,7,4,3,FALSE,FALSE,900,null,null
2017-09-27T10:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,6,1,23,400,30,8,5,3,FALSE,FALSE,900,null,null
2017-09-27T10:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,6,1,23,300,35,9,6,3,FALSE,FALSE,900,null,null
2017-09-27T10:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,6,1,23,200,40,10,7,3,FALSE,FALSE,900,null,null
2017-09-27T09:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,6,1,23,100,45,15,8,3,FALSE,FALSE,900,null,null
2017-09-27T09:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,6,1,23,50,50,20,9,3,FALSE,FALSE,900,null,null
2017-09-27T11:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,7,2,22,1100,10,4,1,3,FALSE,TRUE,900,null,null
2017-09-27T11:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,7,2,22,700,15,5,2,3,FALSE,FALSE,900,null,null
2017-09-27T11:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,7,2,22,600,20,6,3,3,FALSE,FALSE,900,null,null
2017-09-27T10:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,7,2,22,500,25,7,4,3,FALSE,FALSE,900,null,null
2017-09-27T10:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,7,2,22,400,30,8,5,3,FALSE,FALSE,900,null,null
2017-09-27T10:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,7,2,22,300,35,9,6,3,FALSE,FALSE,900,null,null
2017-09-27T10:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,7,2,22,200,40,10,7,3,FALSE,FALSE,900,null,null
2017-09-27T09:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,7,2,22,100,45,15,8,3,FALSE,FALSE,900,null,null
2017-09-27T09:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,7,2,22,50,50,20,9,3,FALSE,FALSE,900,null,null
2017-09-27T11:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,8,1,21,1150,10,4,1,3,FALSE,TRUE,900,null,null
2017-09-27T11:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,8,1,21,700,15,5,2,3,FALSE,FALSE,900,null,null
2017-09-27T11:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,8,1,21,600,20,6,3,3,FALSE,FALSE,900,null,null
2017-09-27T10:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,8,1,21,500,25,7,4,3,FALSE,FALSE,900,null,null
2017-09-27T10:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,8,1,21,400,30,8,5,3,FALSE,FALSE,900,null,null
2017-09-27T10:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,8,1,21,300,35,9,6,3,FALSE,FALSE,900,null,null
2017-09-27T10:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,8,1,21,200,40,10,7,3,FALSE,FALSE,900,null,null
2017-09-27T09:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,8,1,21,100,45,15,8,3,FALSE,FALSE,900,null,null
2017-09-27T09:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,8,1,21,50,50,20,9,3,FALSE,FALSE,900,null,null
2017-09-27T11:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,9,2,20,1200,10,4,1,3,FALSE,TRUE,900,null,null
2017-09-27T11:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,9,2,20,700,15,5,2,3,FALSE,FALSE,900,null,null
2017-09-27T11:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,9,2,20,600,20,6,3,3,FALSE,FALSE,900,null,null
2017-09-27T10:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,9,2,20,500,25,7,4,3,FALSE,FALSE,900,null,null
2017-09-27T10:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,9,2,20,400,30,8,5,3,FALSE,FALSE,900,null,null
2017-09-27T10:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,9,2,20,300,35,9,6,3,FALSE,FALSE,900,null,null
2017-09-27T10:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,9,2,20,200,40,10,7,3,FALSE,FALSE,900,null,null
2017-09-27T09:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,9,2,20,100,45,15,8,3,FALSE,FALSE,900,null,null
2017-09-27T09:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,9,2,20,50,50,20,9,3,FALSE,FALSE,900,null,null
2017-09-27T11:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,10,1,19,1250,10,4,1,3,FALSE,TRUE,900,null,null
2017-09-27T11:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,10,1,19,700,15,5,2,3,FALSE,FALSE,900,null,null
2017-09-27T11:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,10,1,19,600,20,6,3,3,FALSE,FALSE,900,null,null
2017-09-27T10:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,10,1,19,500,25,7,4,3,FALSE,FALSE,900,null,null
2017-09-27T10:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,10,1,19,400,30,8,5,3,FALSE,FALSE,900,null,null
2017-09-27T10:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,10,1,19,300,35,9,6,3,FALSE,FALSE,900,null,null
2017-09-27T10:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,10,1,19,200,40,10,7,3,FALSE,FALSE,900,null,null
2017-09-27T09:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,10,1,19,100,45,15,8,3,FALSE,FALSE,900,null,null
2017-09-27T09:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,10,1,19,50,50,20,9,3,FALSE,FALSE,900,null,null
2017-09-27T11:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,11,2,18,1300,10,4,1,3,FALSE,TRUE,900,null,null
2017-09-27T11:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,11,2,18,700,15,5,2,3,FALSE,FALSE,900,null,null
2017-09-27T11:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,11,2,18,600,20,6,3,3,FALSE,FALSE,900,null,null
2017-09-27T10:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,11,2,18,500,25,7,4,3,FALSE,FALSE,900,null,null
2017-09-27T10:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,11,2,18,400,30,8,5,3,FALSE,FALSE,900,null,null
2017-09-27T10:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,11,2,18,300,35,9,6,3,FALSE,FALSE,900,null,null
2017-09-27T10:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,11,2,18,200,40,10,7,3,FALSE,FALSE,900,null,null
2017-09-27T09:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,11,2,18,100,45,15,8,3,FALSE,FALSE,900,null,null
2017-09-27T09:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,11,2,18,50,50,20,9,3,FALSE,FALSE,900,null,null
2017-09-27T11:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,12,1,17,1350,10,4,1,3,FALSE,TRUE,900,null,null
2017-09-27T11:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,12,1,17,700,15,5,2,3,FALSE,FALSE,900,null,null
2017-09-27T11:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,12,1,17,600,20,6,3,3,FALSE,FALSE,900,null,null
2017-09-27T10:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,12,1,17,500,25,7,4,3,FALSE,FALSE,900,null,null
2017-09-27T10:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,12,1,17,400,30,8,5,3,FALSE,FALSE,900,null,null
2017-09-27T10:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,12,1,17,300,35,9,6,3,FALSE,FALSE,900,null,null
2017-09-27T10:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,12,1,17,200,40,10,7,3,FALSE,FALSE,900,null,null
2017-09-27T09:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,12,1,17,100,45,15,8,3,FALSE,FALSE,900,null,null
2017-09-27T09:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,12,1,17,50,50,20,9,3,FALSE,FALSE,900,null,null
2017-09-27T11:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,13,2,16,1400,10,4,1,3,FALSE,TRUE,900,null,null
2017-09-27T11:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,13,2,16,700,15,5,2,3,FALSE,FALSE,900,null,null
2017-09-27T11:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,13,2,16,600,20,6,3,3,FALSE,FALSE,900,null,null
2017-09-27T10:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,13,2,16,500,25,7,4,3,FALSE,FALSE,900,null,null
2017-09-27T10:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,13,2,16,400,30,8,5,3,FALSE,FALSE,900,null,null
2017-09-27T10:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,13,2,16,300,35,9,6,3,FALSE,FALSE,900,null,null
2017-09-27T10:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,13,2,16,200,40,10,7,3,FALSE,FALSE,900,null,null
2017-09-27T09:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,13,2,16,100,45,15,8,3,FALSE,FALSE,900,null,null
2017-09-27T09:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,13,2,16,50,50,20,9,3,FALSE,FALSE,900,null,null
2017-09-27T11:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,14,1,15,1450,10,4,1,3,FALSE,TRUE,900,null,null
2017-09-27T11:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,14,1,15,700,15,5,2,3,FALSE,FALSE,900,null,null
2017-09-27T11:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,14,1,15,600,20,6,3,3,FALSE,FALSE,900,null,null
2017-09-27T10:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,14,1,15,500,25,7,4,3,FALSE,FALSE,900,null,null
2017-09-27T10:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,14,1,15,400,30,8,5,3,FALSE,FALSE,900,null,null
2017-09-27T10:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,14,1,15,300,35,9,6,3,FALSE,FALSE,900,null,null
2017-09-27T10:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,14,1,15,200,40,10,7,3,FALSE,FALSE,900,null,null
2017-09-27T09:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,14,1,15,100,45,15,8,3,FALSE,FALSE,900,null,null
2017-09-27T09:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,14,1,15,50,50,20,9,3,FALSE,FALSE,900,null,null
2017-09-27T11:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,15,2,14,1500,10,4,1,3,FALSE,TRUE,900,null,null
2017-09-27T11:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,15,2,14,700,15,5,2,3,FALSE,FALSE,900,null,null
2017-09-27T11:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,15,2,14,600,20,6,3,3,FALSE,FALSE,900,null,null
2017-09-27T10:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,15,2,14,500,25,7,4,3,FALSE,FALSE,900,null,null
2017-09-27T10:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,15,2,14,400,30,8,5,3,FALSE,FALSE,900,null,null
2017-09-27T10:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,15,2,14,300,35,9,6,3,FALSE,FALSE,900,null,null
2017-09-27T10:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,15,2,14,200,40,10,7,3,FALSE,FALSE,900,null,null
2017-09-27T09:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,15,2,14,100,45,15,8,3,FALSE,FALSE,900,null,null
2017-09-27T09:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,15,2,14,50,50,20,9,3,FALSE,FALSE,900,null,null
2017-09-27T11:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,16,1,13,1550,10,4,1,3,FALSE,TRUE,900,null,null
2017-09-27T11:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,16,1,13,700,15,5,2,3,FALSE,FALSE,900,null,null
2017-09-27T11:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,16,1,13,600,20,6,3,3,FALSE,FALSE,900,null,null
2017-09-27T10:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,16,1,13,500,25,7,4,3,FALSE,FALSE,900,null,null
2017-09-27T10:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,16,1,13,400,30,8,5,3,FALSE,FALSE,900,null,null
2017-09-27T10:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,16,1,13,300,35,9,6,3,FALSE,FALSE,900,null,null
2017-09-27T10:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,16,1,13,200,40,10,7,3,FALSE,FALSE,900,null,null
2017-09-27T09:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,16,1,13,100,45,15,8,3,FALSE,FALSE,900,null,null
2017-09-27T09:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,16,1,13,50,50,20,9,3,FALSE,FALSE,900,null,null
2017-09-27T11:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,17,2,12,1600,10,4,1,3,FALSE,TRUE,900,null,null
2017-09-27T11:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,17,2,12,700,15,5,2,3,FALSE,FALSE,900,null,null
2017-09-27T11:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,17,2,12,600,20,6,3,3,FALSE,FALSE,900,null,null
2017-09-27T10:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,17,2,12,500,25,7,4,3,FALSE,FALSE,900,null,null
2017-09-27T10:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,17,2,12,400,30,8,5,3,FALSE,FALSE,900,null,null
2017-09-27T10:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,17,2,12,300,35,9,6,3,FALSE,FALSE,900,null,null
2017-09-27T10:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,17,2,12,200,40,10,7,3,FALSE,FALSE,900,null,null
2017-09-27T09:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,17,2,12,100,45,15,8,3,FALSE,FALSE,900,null,null
2017-09-27T09:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,17,2,12,50,50,20,9,3,FALSE,FALSE,900,null,null
2017-09-27T11:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,18,1,11,1650,10,4,1,3,FALSE,TRUE,900,null,null
2017-09-27T11:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,18,1,11,700,15,5,2,3,FALSE,FALSE,900,null,null
2017-09-27T11:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,18,1,11,600,20,6,3,3,FALSE,FALSE,900,null,null
2017-09-27T10:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,18,1,11,500,25,7,4,3,FALSE,FALSE,900,null,null
2017-09-27T10:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,18,1,11,400,30,8,5,3,FALSE,FALSE,900,null,null
2017-09-27T10:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,18,1,11,300,35,9,6,3,FALSE,FALSE,900,null,null
2017-09-27T10:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,18,1,11,200,40,10,7,3,FALSE,FALSE,900,null,null
2017-09-27T09:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,18,1,11,100,45,15,8,3,FALSE,FALSE,900,null,null
2017-09-27T09:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,18,1,11,50,50,20,9,3,FALSE,FALSE,900,null,null
2017-09-27T11:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,19,2,10,1700,10,4,1,3,FALSE,TRUE,900,null,null
2017-09-27T11:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,19,2,10,700,15,5,2,3,FALSE,FALSE,900,null,null
2017-09-27T11:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,19,2,10,600,20,6,3,3,FALSE,FALSE,900,null,null
2017-09-27T10:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,19,2,10,500,25,7,4,3,FALSE,FALSE,900,null,null
2017-09-27T10:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,19,2,10,400,30,8,5,3,FALSE,FALSE,900,null,null
2017-09-27T10:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,19,2,10,300,35,9,6,3,FALSE,FALSE,900,null,null
2017-09-27T10:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,19,2,10,200,40,10,7,3,FALSE,FALSE,900,null,null
2017-09-27T09:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,19,2,10,100,45,15,8,3,FALSE,FALSE,900,null,null
2017-09-27T09:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,19,2,10,50,50,20,9,3,FALSE,FALSE,900,null,null
2017-09-27T11:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,20,1,9,1750,10,4,1,3,FALSE,TRUE,900,null,null
2017-09-27T11:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,20,1,9,700,15,5,2,3,FALSE,FALSE,900,null,null
2017-09-27T11:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,20,1,9,600,20,6,3,3,FALSE,FALSE,900,null,null
2017-09-27T10:45:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,20,1,9,500,25,7,4,3,FALSE,FALSE,900,null,null
2017-09-27T10:30:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,20,1,9,400,30,8,5,3,FALSE,FALSE,900,null,null
2017-09-27T10:15:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,20,1,9,300,35,9,6,3,FALSE,FALSE,900,null,null
2017-09-27T10:00:00Z,1,RobotCountingSite 1,1,null,2.176802,41.393929,robot,20,1,9,200,40,10,7,3,FALSE,FALSE,900,null,null
